  c        bv       ang        dft	file
 332    0.59908     30  -4642.59085496 #501
 316    0.54349     28  -4642.68454775
 328    0.61075     30  -4642.63401731
 328    0.65136     34  -4642.58955968
 324    0.57288     30  -4642.64721296
 324    0.58404     30  -4642.64442114
 332    0.62865     34  -4642.58934265
 328    0.61956     34  -4642.56403480
 324    0.60637     30  -4642.63696938
 324    0.58404     30  -4642.64442120
 336    0.65196     31  -4642.58188401
 316    0.54840     32  -4642.65609238
 340    0.66934     34  -4642.53396449
 324    0.63652     34  -4642.57749044
 320    0.56924     32  -4642.62592232
 320    0.55522     32  -4642.63055422
 320    0.58011     30  -4642.61690090
 332    0.63454     33  -4642.58705728
 324    0.59521     33  -4642.62732922
 320    0.58858     32  -4642.60327884
 320    0.59254     34  -4642.62235261
 328    0.65947     36  -4642.56909371
 328    0.64525     32  -4642.60341839
 320    0.56053     30  -4642.66468646
 328    0.63754     30  -4642.61234904
 352    0.68906     32  -4642.52716932
 316    0.57886     32  -4642.61656661
 324    0.58078     34  -4642.62050512
 328    0.60791     34  -4642.60436059
 332    0.63461     34  -4642.58384422
 312    0.54417     34  -4642.64098917
 336    0.67301     34  -4642.58516054
 324    0.58422     32  -4642.62994739
 328    0.65834     35  -4642.54618242
 316    0.58863     28  -4642.65624420
 324    0.66209     34  -4642.58756936
 336    0.63890     32  -4642.57568543
 328    0.60339     30  -4642.64470749
 328    0.67349     36  -4642.54817585
 332    0.62199     30  -4642.61744927
 336    0.61992     34  -4642.57998975
 332    0.64286     28  -4642.58674629
 328    0.64043     36  -4642.55500918
 316    0.55822     28  -4642.68614146
 332    0.63461     34  -4642.58384427
 320    0.57420     32  -4642.62399417
 324    0.58809     28  -4642.66683994
 324    0.60699     33  -4642.59966477
 348    0.68930     34  -4642.50819319
 332    0.64292     34  -4642.58573317
 320    0.54228     28  -4642.66745455
 316    0.55961     30  -4642.67199951
 324    0.57528     34  -4642.60813090
 324    0.66209     34  -4642.58756939
 336    0.62915     32  -4642.59384332
 320    0.60620     32  -4642.62581859
 336    0.65196     31  -4642.58188400
 320    0.57553     34  -4642.61949132
 328    0.60617     32  -4642.61784775
 320    0.56890     30  -4642.66291601
 344    0.64588     32  -4642.57240031
 324    0.61401     32  -4642.62711812
 332    0.64403     33  -4642.58293788
 336    0.61876     34  -4642.58505640
 320    0.56768     30  -4642.66611415
 328    0.64942     33  -4642.57205405
 312    0.52407     28  -4642.68481774
 332    0.63677     36  -4642.55784029
 316    0.57424     30  -4642.65711589
 328    0.63183     34  -4642.58717488
 312    0.57014     30  -4642.62348975
 344    0.63803     32  -4642.56988169
 320    0.57568     28  -4642.65759547
 328    0.62737     30  -4642.62020421
 316    0.58897     32  -4642.64239015
 328    0.64310     32  -4642.60655314
 324    0.62101     32  -4642.61280175
 348    0.71462     31  -4642.53445993
 328    0.65947     36  -4642.56909371
 320    0.60898     34  -4642.61703581
 324    0.62950     32  -4642.60035000
 332    0.59616     32  -4642.61592263
 324    0.59400     30  -4642.65022496
 348    0.75833     38  -4642.46604796
 324    0.59025     30  -4642.63602193
 324    0.62531     32  -4642.62060648
 324    0.59043     30  -4642.62870192
 324    0.60481     32  -4642.62924352
 312    0.53994     26  -4642.67962026
 320    0.63027     32  -4642.62695048
 324    0.57696     30  -4642.64718890
 320    0.59202     32  -4642.62523220
 324    0.62792     30  -4642.63266044
 320    0.56618     30  -4642.66088062
 336    0.63101     36  -4642.57845727
 328    0.59925     30  -4642.63292214
 340    0.67350     34  -4642.56070127
 332    0.64124     36  -4642.54930581
 332    0.64403     33  -4642.58293791
 328    0.59952     32  -4642.60384654
 324    0.61391     30  -4642.63179484
 320    0.59933     32  -4642.62539364
 320    0.63361     34  -4642.59769704
 328    0.60389     28  -4642.64580537
 320    0.61982     30  -4642.64784762
 320    0.60828     32  -4642.63490402
 320    0.62237     32  -4642.59255977
 344    0.65459     34  -4642.55316774
 336    0.65432     32  -4642.59163244
 316    0.58896     32  -4642.64239007
 320    0.57122     32  -4642.63193530
 324    0.58362     30  -4642.65184373
 324    0.63219     32  -4642.59330853
 320    0.60286     32  -4642.63365195
 328    0.63355     34  -4642.59115581
 328    0.62059     32  -4642.62436469
 328    0.59868     34  -4642.58424781
 320    0.61237     30  -4642.64506894
 320    0.57271     30  -4642.64894072
 324    0.57796     30  -4642.63964151 #620
 328    0.57787     28  -4642.64344040 #622
 320    0.57411     28  -4642.68417260
 320    0.59598     32  -4642.62489886
 356    0.75090     36  -4642.48423545
 324    0.60176     30  -4642.65635129
 336    0.63685     32  -4642.59639922
 332    0.61700     30  -4642.62553283
 344    0.69026     34  -4642.53109269
 324    0.57519     32  -4642.62747797
 312    0.54576     30  -4642.68394995
 332    0.62713     32  -4642.60565420
 328    0.59444     32  -4642.63769731
 324    0.62307     30  -4642.64683665
 336    0.63686     32  -4642.59639922
 336    0.62904     32  -4642.59609921
 320    0.56779     28  -4642.66488779
 328    0.62165     32  -4642.59666265
 328    0.64860     34  -4642.58950847
 328    0.64733     34  -4642.57312037
 336    0.62209     32  -4642.59063376
 316    0.58897     32  -4642.64239016
 324    0.63275     29  -4642.64097732
 324    0.63701     34  -4642.60024711
 320    0.57503     32  -4642.63983524
 324    0.59208     30  -4642.65098965
 312    0.52760     28  -4642.68143033
 324    0.57883     30  -4642.64802054
 344    0.65459     34  -4642.55316774
 324    0.62331     34  -4642.58002181
 332    0.62564     32  -4642.58775032
 320    0.60898     34  -4642.61703581
 340    0.62825     34  -4642.57044117
 320    0.54286     28  -4642.66197987
 324    0.62070     32  -4642.62462958
 328    0.61771     30  -4642.61353187
 324    0.58749     28  -4642.65863784
 324    0.56905     28  -4642.65190331
 320    0.60702     32  -4642.61344513
 320    0.59781     28  -4642.66793451
 328    0.61765     32  -4642.60971705
 320    0.57554     28  -4642.64752889
 324    0.61388     34  -4642.59961834
 320    0.57846     28  -4642.67325945
 324    0.65635     34  -4642.58555538
 340    0.63003     30  -4642.57970633
 320    0.58920     34  -4642.62696200
 332    0.60253     30  -4642.63089712
 324    0.65678     34  -4642.58165160
 320    0.60702     32  -4642.61344513
 320    0.57428     30  -4642.66941327
 320    0.55902     30  -4642.65886167
 344    0.64396     34  -4642.55573326
 316    0.59220     30  -4642.65674769
 328    0.61642     30  -4642.62361087
 340    0.65872     34  -4642.55008157
 324    0.59386     32  -4642.59394573
 320    0.63361     34  -4642.59769704
 324    0.57217     30  -4642.61883612
 316    0.53676     26  -4642.70081204
 332    0.60866     30  -4642.60835634
 316    0.57703     32  -4642.65553877
 340    0.64443     34  -4642.53922797
 332    0.59693     30  -4642.61213096
 316    0.55868     32  -4642.66141657
 324    0.58170     30  -4642.65103437
 320    0.58919     28  -4642.67404668
 336    0.64932     34  -4642.57330901
 328    0.61201     32  -4642.62114942
 332    0.63461     34  -4642.58384422
 320    0.57319     30  -4642.65419187
 324    0.60307     34  -4642.62811659
 328    0.63183     34  -4642.58717491
 328    0.60973     32  -4642.62255374
 324    0.58550     32  -4642.63148076
 324    0.58180     28  -4642.67069120
 328    0.67346     36  -4642.54874689
 336    0.61549     32  -4642.60267727
 324    0.58200     32  -4642.63646580
 332    0.62225     30  -4642.61635127
 312    0.54417     34  -4642.64098917
